seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr13	73627489	73627674	186	*	Promoter (<=1kb)	13	73627011	73649035	22025	1	21752	ENSMUST00000221522.1	478
chr13	73732525	73732869	345	*	Promoter (<=1kb)	13	73733094	73796944	63851	1	20499	ENSMUST00000222742.1	-225
chr13	73733125	73733630	506	*	Promoter (<=1kb)	13	73733094	73796944	63851	1	20499	ENSMUST00000222742.1	31
chr13	73846675	73847299	625	*	Promoter (<=1kb)	13	73846912	73847611	700	2	72293	ENSMUST00000221679.1	312
chr13	74008846	74010668	1823	*	Promoter (<=1kb)	13	74009407	74031371	21965	1	72948	ENSMUST00000140217.7	0
chr13	74121002	74121909	908	*	Promoter (<=1kb)	13	74121457	74130891	9435	1	105243	ENSMUST00000221410.1	0
chr13	74166720	74167290	571	*	3' UTR	13	74172138	74174447	2310	2	211446	ENSMUST00000222248.1	7157
chr13	74259558	74260551	994	*	Promoter (<=1kb)	13	74223029	74260672	37644	2	11624	ENSMUST00000137538.7	121
chr13	74292076	74292363	288	*	Promoter (<=1kb)	13	74211118	74292331	81214	2	11624	ENSMUST00000022059.13	0
chr13	74292419	74292666	248	*	Promoter (<=1kb)	13	74211118	74292331	81214	2	11624	ENSMUST00000022059.13	-88
chr13	74639492	74640284	793	*	Promoter (<=1kb)	13	74639568	74693201	53634	1	80898	ENSMUST00000169114.2	0
chr13	75089941	75090255	315	*	Promoter (<=1kb)	13	75089916	75106603	16688	1	18548	ENSMUST00000135349.1	25
chr13	75090370	75090899	530	*	Promoter (<=1kb)	13	75089916	75106603	16688	1	18548	ENSMUST00000135349.1	454
chr13	75708531	75708933	403	*	Promoter (<=1kb)	13	75707711	75762192	54482	1	192657	ENSMUST00000222853.1	820
chr13	75942826	75943378	553	*	Promoter (<=1kb)	13	75869537	75943867	74331	2	73296	ENSMUST00000022078.11	489
chr13	76055376	76056965	1590	*	Promoter (<=1kb)	13	76054851	76056996	2146	2	238725	ENSMUST00000056130.7	31
chr13	76383790	76384525	736	*	Promoter (<=1kb)	13	76384535	77031810	647276	1	78771	ENSMUST00000125209.7	-10
chr13	76384648	76385447	800	*	Promoter (<=1kb)	13	76384535	77031810	647276	1	78771	ENSMUST00000125209.7	113
chr13	78164004	78164193	190	*	3' UTR	13	78189872	78190443	572	2	13865	ENSMUST00000135284.1	26250
chr13	78171429	78171642	214	*	Exon (ENSMUST00000225503.1/ENSMUST00000225503.1, exon 1 of 2)	13	78189872	78190443	572	2	13865	ENSMUST00000135284.1	18801
chr13	78179186	78179660	475	*	Exon (ENSMUST00000225503.1/ENSMUST00000225503.1, exon 2 of 2)	13	78189872	78190443	572	2	13865	ENSMUST00000135284.1	10783
chr13	78194718	78195557	840	*	Promoter (<=1kb)	13	78189733	78196373	6641	2	13865	ENSMUST00000125176.2	816
chr13	78197708	78197924	217	*	Promoter (<=1kb)	13	78189672	78197930	8259	2	13865	ENSMUST00000127137.2	6
chr13	78197986	78198420	435	*	Promoter (<=1kb)	13	78198017	78235733	37717	1	320174	ENSMUST00000145613.7	0
chr13	78199309	78199735	427	*	Promoter (<=1kb)	13	78188973	78199757	10785	2	13865	ENSMUST00000091458.12	22
chr13	78202666	78203991	1326	*	Promoter (<=1kb)	13	78202553	78231386	28834	1	320174	ENSMUST00000134705.1	113
chr13	78210267	78210828	562	*	Intron (ENSMUST00000145613.7/320174, intron 1 of 2)	13	78202553	78231386	28834	1	320174	ENSMUST00000134705.1	7714
chr13	80963156	80964013	858	*	Promoter (<=1kb)	13	80964074	81079857	115784	1	319983	ENSMUST00000180409.1	-61
chr13	81632622	81632982	361	*	Promoter (<=1kb)	13	81560572	81633139	72568	2	110789	ENSMUST00000126444.7	157
chr13	83517973	83518195	223	*	Intron (ENSMUST00000198199.4/17260, intron 1 of 10)	13	83523473	83625393	101921	1	17260	ENSMUST00000196493.4	-5278
chr13	83518333	83518671	339	*	Intron (ENSMUST00000198199.4/17260, intron 1 of 10)	13	83523473	83625393	101921	1	17260	ENSMUST00000196493.4	-4802
chr13	83523480	83524081	602	*	Promoter (<=1kb)	13	83523473	83625393	101921	1	17260	ENSMUST00000196493.4	7
chr13	83524195	83524979	785	*	Promoter (<=1kb)	13	83524291	83633135	108845	1	17260	ENSMUST00000200394.4	0
chr13	83715239	83715431	193	*	Distal Intergenic	13	83721381	83741308	19928	1	320203	ENSMUST00000131907.8	-5950
chr13	83720834	83721574	741	*	Promoter (<=1kb)	13	83721381	83741308	19928	1	320203	ENSMUST00000131907.8	0
chr13	83721625	83721936	312	*	Promoter (<=1kb)	13	83721381	83872680	151300	1	320203	ENSMUST00000185281.6	244
chr13	83727365	83727666	302	*	Promoter (<=1kb)	13	83728106	83735669	7564	1	320203	ENSMUST00000182788.1	-440
chr13	83729426	83730022	597	*	Promoter (1-2kb)	13	83728106	83735669	7564	1	320203	ENSMUST00000182788.1	1320
chr13	83730266	83730417	152	*	Promoter (2-3kb)	13	83732566	83735521	2956	1	320203	ENSMUST00000182701.1	-2149
chr13	83732639	83733023	385	*	Promoter (<=1kb)	13	83732566	83735521	2956	1	320203	ENSMUST00000182701.1	73
chr13	83733605	83733807	203	*	Promoter (1-2kb)	13	83732566	83735521	2956	1	320203	ENSMUST00000182701.1	1039
chr13	83737872	83738155	284	*	Promoter (<=1kb)	13	83738814	83738885	72	1	723967	ENSMUST00000083490.2	-659
chr13	83745332	83745570	239	*	Intron (ENSMUST00000185281.6/320203, intron 3 of 3)	13	83738814	83738885	72	1	723967	ENSMUST00000083490.2	6518
chr13	84345771	84346063	293	*	Distal Intergenic	13	84251271	84286738	35468	1	72745	ENSMUST00000225708.1	94500
chr13	84348868	84349096	229	*	Distal Intergenic	13	84251271	84286738	35468	1	72745	ENSMUST00000225708.1	97597
chr13	88821292	88821312	21	*	Promoter (<=1kb)	13	88821472	89200538	379067	1	13612	ENSMUST00000118731.7	-160
chr13	88821478	88822391	914	*	Promoter (<=1kb)	13	88821488	89133158	311671	1	13612	ENSMUST00000153974.7	0
chr13	89539082	89539852	771	*	Promoter (<=1kb)	13	89539796	89611652	71857	1	12950	ENSMUST00000022108.8	0
chr13	89740873	89742513	1641	*	Promoter (<=1kb)	13	89655312	89742509	87198	2	13003	ENSMUST00000109546.8	0
chr13	91462323	91462577	255	*	Promoter (1-2kb)	13	91461181	91524866	63686	1	66970	ENSMUST00000141381.1	1142
chr13	91741243	91741901	659	*	Promoter (<=1kb)	13	91701665	91741872	40208	2	373852	ENSMUST00000160385.1	0
chr13	92131015	92132179	1165	*	Promoter (<=1kb)	13	91884432	92131494	247063	2	19418	ENSMUST00000099326.9	0
chr13	92425708	92425890	183	*	Promoter (<=1kb)	13	92425896	92441658	15763	1	218440	ENSMUST00000061594.12	-6
chr13	92425963	92427306	1344	*	Promoter (<=1kb)	13	92426341	92438353	12013	1	218440	ENSMUST00000165225.7	0
chr13	92531122	92531695	574	*	Promoter (<=1kb)	13	92487108	92530868	43761	2	218441	ENSMUST00000022217.8	-254
chr13	92611323	92612434	1112	*	Promoter (<=1kb)	13	92611174	92686193	75020	1	218442	ENSMUST00000224250.1	149
chr13	92794373	92794843	471	*	Promoter (<=1kb)	13	92751590	92794818	43229	2	21828	ENSMUST00000022213.7	0
chr13	92794893	92795138	246	*	Promoter (<=1kb)	13	92751590	92794818	43229	2	21828	ENSMUST00000022213.7	-75
chr13	92987036	92987295	260	*	Distal Intergenic	13	93073304	93074757	1454	1	100502942	ENSMUST00000224146.1	-86009
chr13	93143870	93144088	219	*	Promoter (<=1kb)	13	93040713	93144724	104012	2	76469	ENSMUST00000062122.3	636
chr13	93305670	93305853	184	*	Promoter (<=1kb)	13	93305278	93402306	97029	1	26556	ENSMUST00000109496.7	392
chr13	93673935	93674318	384	*	Promoter (<=1kb)	13	93655720	93674302	18583	2	64918	ENSMUST00000015941.7	0
chr13	93674463	93674700	238	*	Promoter (<=1kb)	13	93674433	93752833	78401	1	74129	ENSMUST00000048001.7	30
chr13	93771391	93772200	810	*	Promoter (<=1kb)	13	93771630	93943016	171387	1	11881	ENSMUST00000091403.5	0
chr13	94057177	94057663	487	*	Promoter (<=1kb)	13	94057796	94195409	137614	1	218454	ENSMUST00000054274.7	-133
chr13	94057763	94058620	858	*	Promoter (<=1kb)	13	94057796	94195409	137614	1	218454	ENSMUST00000054274.7	0
chr13	94173670	94173924	255	*	Promoter (<=1kb)	13	94173774	94174213	440	1	218454	ENSMUST00000131595.1	0
chr13	94174005	94174698	694	*	Promoter (<=1kb)	13	94173992	94195409	21418	1	218454	ENSMUST00000121618.1	13
chr13	94284270	94284947	678	*	Promoter (<=1kb)	13	94201310	94285829	84520	2	107767	ENSMUST00000022197.14	882
chr13	94595685	94596503	819	*	Distal Intergenic	13	94542303	94547867	5565	1	11774	ENSMUST00000220505.1	53382
chr13	94596597	94596888	292	*	Distal Intergenic	13	94542303	94547867	5565	1	11774	ENSMUST00000220505.1	54294
chr13	94681691	94682081	391	*	Distal Intergenic	13	94788910	94842922	54013	1	21371	ENSMUST00000046644.6	-106829
chr13	94702743	94703460	718	*	Distal Intergenic	13	94788910	94842922	54013	1	21371	ENSMUST00000046644.6	-85450
chr13	94703551	94703814	264	*	Distal Intergenic	13	94788910	94842922	54013	1	21371	ENSMUST00000046644.6	-85096
chr13	94709641	94710690	1050	*	Distal Intergenic	13	94788910	94842922	54013	1	21371	ENSMUST00000046644.6	-78220
chr13	94710739	94711117	379	*	Distal Intergenic	13	94788910	94842922	54013	1	21371	ENSMUST00000046644.6	-77793
chr13	94868344	94868685	342	*	Distal Intergenic	13	94875602	94885130	9529	1	18420	ENSMUST00000022195.11	-6917
chr13	94869260	94869497	238	*	Distal Intergenic	13	94875602	94885130	9529	1	18420	ENSMUST00000022195.11	-6105
chr13	94872494	94872825	332	*	Promoter (2-3kb)	13	94875602	94885130	9529	1	18420	ENSMUST00000022195.11	-2777
chr13	94873219	94874108	890	*	Promoter (1-2kb)	13	94875602	94885130	9529	1	18420	ENSMUST00000022195.11	-1494
chr13	94875132	94875498	367	*	Promoter (<=1kb)	13	94875602	94885130	9529	1	18420	ENSMUST00000022195.11	-104
chr13	94877029	94877699	671	*	Promoter (1-2kb)	13	94875602	94885130	9529	1	18420	ENSMUST00000022195.11	1427
chr13	94882658	94883630	973	*	Promoter (<=1kb)	13	94882600	94883552	953	1	18420	ENSMUST00000184985.1	58
chr13	94883954	94884221	268	*	Promoter (1-2kb)	13	94882600	94883552	953	1	18420	ENSMUST00000184985.1	1354
chr13	94885257	94885924	668	*	Promoter (2-3kb)	13	94882600	94883552	953	1	18420	ENSMUST00000184985.1	2657
chr13	95222039	95222298	260	*	Promoter (<=1kb)	13	95026120	95222813	196694	2	218461	ENSMUST00000022192.11	515
chr13	95222354	95223014	661	*	Promoter (<=1kb)	13	95026120	95222813	196694	2	218461	ENSMUST00000022192.11	0
chr13	95223164	95223566	403	*	Promoter (<=1kb)	13	95033946	95223555	189610	2	218461	ENSMUST00000159608.7	0
chr13	95249581	95249956	376	*	Promoter (<=1kb)	13	95026103	95250274	224172	2	218461	ENSMUST00000162153.8	318
chr13	95250065	95250454	390	*	Promoter (<=1kb)	13	95024454	95250336	225883	2	218461	ENSMUST00000162412.7	0
chr13	95336044	95336503	460	*	5' UTR	13	95330600	95330737	138	1	100217450	ENSMUST00000157483.1	5444
chr13	95336639	95336833	195	*	3' UTR	13	95330600	95330737	138	1	100217450	ENSMUST00000157483.1	6039
chr13	95443255	95443443	189	*	Promoter (1-2kb)	13	95431377	95444831	13455	2	12919	ENSMUST00000045583.8	1388
chr13	95443548	95444434	887	*	Promoter (<=1kb)	13	95431377	95444831	13455	2	12919	ENSMUST00000045583.8	397
chr13	95468617	95468976	360	*	Distal Intergenic	13	95477268	95478721	1454	2	268686	ENSMUST00000022186.4	9745
chr13	95603829	95604719	891	*	Exon (ENSMUST00000059193.6/14062, exon 2 of 2)	13	95601803	95618487	16685	2	14062	ENSMUST00000059193.6	13768
chr13	95617972	95618356	385	*	Promoter (<=1kb)	13	95601803	95618487	16685	2	14062	ENSMUST00000059193.6	131
chr13	95890739	95891678	940	*	Promoter (<=1kb)	13	95746312	95891757	145446	2	544963	ENSMUST00000238261.1	79
chr13	96130880	96131790	911	*	Promoter (<=1kb)	13	95954594	96132577	177984	2	75209	ENSMUST00000161263.7	787
chr13	96131889	96132648	760	*	Promoter (<=1kb)	13	95954594	96132577	177984	2	75209	ENSMUST00000161263.7	0
chr13	96132865	96133270	406	*	Promoter (<=1kb)	13	95954594	96132577	177984	2	75209	ENSMUST00000161263.7	-288
chr13	96133395	96134040	646	*	Promoter (<=1kb)	13	95954594	96132577	177984	2	75209	ENSMUST00000161263.7	-818
chr13	96923817	96924177	361	*	Promoter (<=1kb)	13	96924689	96950906	26218	1	218476	ENSMUST00000171324.2	-512
chr13	96924331	96925652	1322	*	Promoter (<=1kb)	13	96924689	96950906	26218	1	218476	ENSMUST00000171324.2	0
chr13	96983699	96983974	276	*	Distal Intergenic	13	97022135	97034333	12199	2	66479	ENSMUST00000221277.1	50359
chr13	97006948	97007224	277	*	Distal Intergenic	13	97022135	97034333	12199	2	66479	ENSMUST00000221277.1	27109
chr13	97007278	97007916	639	*	Distal Intergenic	13	97022135	97034333	12199	2	66479	ENSMUST00000221277.1	26417
chr13	97008438	97008983	546	*	Distal Intergenic	13	97022135	97034333	12199	2	66479	ENSMUST00000221277.1	25350
chr13	97365455	97365659	205	*	Distal Intergenic	13	97434970	97497007	62038	1	100039691	ENSMUST00000109431.9	-69311
chr13	97930822	97931194	373	*	3' UTR	13	97942202	97946927	4726	2	110596	ENSMUST00000225269.1	15733
chr13	98205610	98206187	578	*	Promoter (<=1kb)	13	97899469	98206167	306699	2	110596	ENSMUST00000109426.2	0
chr13	98206387	98206747	361	*	Promoter (<=1kb)	13	97899469	98206439	306971	2	110596	ENSMUST00000225884.1	0
chr13	98353871	98354904	1034	*	Promoter (<=1kb)	13	98354242	98359305	5064	1	15229	ENSMUST00000105098.5	0
chr13	98354953	98355316	364	*	Promoter (<=1kb)	13	98354242	98359305	5064	1	15229	ENSMUST00000105098.5	711
chr13	98355885	98356187	303	*	Promoter (1-2kb)	13	98354242	98359305	5064	1	15229	ENSMUST00000105098.5	1643
chr13	98365689	98366819	1131	*	Distal Intergenic	13	98354242	98359305	5064	1	15229	ENSMUST00000105098.5	11447
chr13	98390879	98391240	362	*	Distal Intergenic	13	98354242	98359305	5064	1	15229	ENSMUST00000105098.5	36637
chr13	98391327	98391739	413	*	Distal Intergenic	13	98354242	98359305	5064	1	15229	ENSMUST00000105098.5	37085
chr13	98429970	98430614	645	*	Intron (ENSMUST00000186644.1/70090, intron 1 of 2)	13	98424109	98435065	10957	2	70090	ENSMUST00000186644.1	4451
chr13	98502764	98503338	575	*	Distal Intergenic	13	98424109	98435065	10957	2	70090	ENSMUST00000186644.1	-67699
chr13	98504104	98504631	528	*	Distal Intergenic	13	98424109	98435065	10957	2	70090	ENSMUST00000186644.1	-69039
chr13	98504684	98505050	367	*	Distal Intergenic	13	98424109	98435065	10957	2	70090	ENSMUST00000186644.1	-69619
chr13	98505097	98505285	189	*	Distal Intergenic	13	98424109	98435065	10957	2	70090	ENSMUST00000186644.1	-70032
chr13	98572692	98573867	1176	*	Distal Intergenic	13	98634978	98637410	2433	2	68344	ENSMUST00000050389.4	63543
chr13	98588540	98589449	910	*	Distal Intergenic	13	98634978	98637410	2433	2	68344	ENSMUST00000050389.4	47961
chr13	98613066	98613378	313	*	Intron (ENSMUST00000224567.1/ENSMUST00000224567.1, intron 1 of 2)	13	98634978	98637410	2433	2	68344	ENSMUST00000050389.4	24032
chr13	98694600	98695348	749	*	Promoter (<=1kb)	13	98686235	98694834	8600	2	380863	ENSMUST00000064347.7	0
chr13	98925292	98925472	181	*	Promoter (<=1kb)	13	98867879	98926354	58476	2	238799	ENSMUST00000224022.1	882
chr13	99900035	99900618	584	*	Promoter (<=1kb)	13	99898489	99900641	2153	2	27220	ENSMUST00000022150.7	23
chr13	99900691	99901094	404	*	Promoter (<=1kb)	13	99898489	99901091	2603	2	27220	ENSMUST00000224142.1	0
chr13	100107614	100108530	917	*	Promoter (<=1kb)	13	100108012	100114238	6227	1	20365	ENSMUST00000022145.14	0
chr13	100551104	100553189	2086	*	Promoter (<=1kb)	13	100496507	100552498	55992	2	18260	ENSMUST00000069756.10	0
chr13	100611806	100612258	453	*	Exon (ENSMUST00000022137.13/218518, exon 2 of 7)	13	100595959	100616702	20744	2	218518	ENSMUST00000225754.1	4444
chr13	100616253	100616713	461	*	Promoter (<=1kb)	13	100595959	100616702	20744	2	218518	ENSMUST00000225754.1	0
chr13	100669659	100670140	482	*	Promoter (<=1kb)	13	100669717	100696196	26480	1	76041	ENSMUST00000170347.3	0
chr13	101694845	101695080	236	*	Promoter (<=1kb)	13	101689040	101694600	5561	2	18708	ENSMUST00000185795.1	-245
chr13	103096628	103096890	263	*	Promoter (<=1kb)	13	102734786	103096845	362060	2	328329	ENSMUST00000194446.5	0
chr13	103096967	103097184	218	*	Promoter (<=1kb)	13	102734786	103096845	362060	2	328329	ENSMUST00000194446.5	-122
chr13	103097357	103097423	67	*	Promoter (<=1kb)	13	102734786	103096845	362060	2	328329	ENSMUST00000194446.5	-512
chr13	103333363	103334398	1036	*	Promoter (<=1kb)	13	102732486	103334192	601707	2	328329	ENSMUST00000166726.7	0
chr13	103334634	103335110	477	*	Promoter (<=1kb)	13	103058696	103334497	275802	2	328329	ENSMUST00000171358.7	-137
chr13	103919166	103919817	652	*	Promoter (<=1kb)	13	103818791	103920295	101505	2	59079	ENSMUST00000091269.10	478
chr13	103921556	103922049	494	*	Promoter (1-2kb)	13	103842180	103920514	78335	2	59079	ENSMUST00000189323.1	-1042
chr13	104863323	104864183	861	*	Promoter (<=1kb)	13	104845283	104863893	18611	2	77803	ENSMUST00000043061.4	0
chr13	105053704	105055011	1308	*	Promoter (<=1kb)	13	104945904	105054930	109027	2	52882	ENSMUST00000063551.6	0
chr13	105443547	105445343	1797	*	Promoter (<=1kb)	13	105443639	105448122	4484	1	15550	ENSMUST00000022235.5	0
chr13	107168769	107168878	110	*	Distal Intergenic	13	107032880	107055497	22618	1	100040322	ENSMUST00000224838.1	135889
chr13	107644847	107645789	943	*	Distal Intergenic	13	107687397	107692162	4766	1	72257	ENSMUST00000188960.6	-41608
chr13	107645866	107646468	603	*	Distal Intergenic	13	107687397	107692162	4766	1	72257	ENSMUST00000188960.6	-40929
chr13	107887865	107888587	723	*	Promoter (1-2kb)	13	107724617	107890064	165448	2	67263	ENSMUST00000225822.1	1477
chr13	107888681	107889008	328	*	Promoter (1-2kb)	13	107724617	107890064	165448	2	67263	ENSMUST00000225822.1	1056
chr13	107889062	107889499	438	*	Promoter (<=1kb)	13	107724617	107890064	165448	2	67263	ENSMUST00000225822.1	565
chr13	107891093	107891872	780	*	Promoter (1-2kb)	13	107724618	107890064	165447	2	67263	ENSMUST00000105097.2	-1029
chr13	108214766	108215419	654	*	Promoter (<=1kb)	13	108214410	108284073	69664	1	74559	ENSMUST00000225550.1	356
chr13	109116233	109116832	600	*	Promoter (<=1kb)	13	109116359	109773441	657083	1	238871	ENSMUST00000138938.7	0
chr13	109116880	109117107	228	*	Promoter (<=1kb)	13	109116641	109951387	834747	1	238871	ENSMUST00000120671.7	239
chr13	109902185	109902653	469	*	Promoter (<=1kb)	13	109903102	109951387	48286	1	238871	ENSMUST00000119672.7	-449
chr13	109903329	109903968	640	*	Promoter (<=1kb)	13	109903809	109903888	80	1	100316683	ENSMUST00000122702.1	0
chr13	110006235	110006650	416	*	Distal Intergenic	13	109935312	109948348	13037	1	238871	ENSMUST00000155459.1	70923
chr13	110279939	110280110	172	*	Promoter (<=1kb)	13	110054187	110280150	225964	2	67295	ENSMUST00000167824.2	40
chr13	110280408	110280665	258	*	Promoter (<=1kb)	13	110073101	110280185	207085	2	67295	ENSMUST00000224180.1	-223
chr13	110280734	110280911	178	*	Promoter (<=1kb)	13	110060186	110280901	220716	2	67295	ENSMUST00000223922.1	0
chr13	110394410	110394813	404	*	Promoter (<=1kb)	13	110395046	110400844	5799	1	20620	ENSMUST00000022212.8	-233
chr13	110395018	110395417	400	*	Promoter (<=1kb)	13	110395046	110400844	5799	1	20620	ENSMUST00000022212.8	0
chr13	110395513	110396664	1152	*	Promoter (<=1kb)	13	110396012	110396952	941	1	20620	ENSMUST00000225340.1	0
chr13	112100941	112101163	223	*	Distal Intergenic	13	112288451	112344641	56191	1	77318	ENSMUST00000056047.13	-187288
chr13	112651764	112652116	353	*	Promoter (<=1kb)	13	112598333	112652301	53969	2	13206	ENSMUST00000075748.6	185
chr13	112986509	112987549	1041	*	Promoter (<=1kb)	13	112987802	112990777	2976	1	218630	ENSMUST00000038404.5	-253
chr13	112987846	112989296	1451	*	Promoter (<=1kb)	13	112988087	112989150	1064	1	218630	ENSMUST00000224100.1	0
chr13	112989427	112989945	519	*	Promoter (1-2kb)	13	112988087	112989150	1064	1	218630	ENSMUST00000224100.1	1340
chr13	112993363	112994411	1049	*	Promoter (<=1kb)	13	112993845	113000394	6550	1	622408	ENSMUST00000092089.5	0
chr13	112998418	112999167	750	*	Exon (ENSMUST00000092089.5/622408, exon 6 of 7)	13	112993845	113000394	6550	1	622408	ENSMUST00000092089.5	4573
chr13	113031740	113032525	786	*	Promoter (2-3kb)	13	113035111	113038324	3214	1	238896	ENSMUST00000180543.7	-2586
chr13	113034838	113035555	718	*	Promoter (<=1kb)	13	113035111	113038324	3214	1	238896	ENSMUST00000180543.7	0
chr13	113035592	113035857	266	*	Promoter (<=1kb)	13	113035983	113036091	109	1	735309	ENSMUST00000102192.1	-126
chr13	113292798	113293140	343	*	Distal Intergenic	13	113171608	113225908	54301	2	14945	ENSMUST00000122399.7	-66890
chr13	113293359	113293836	478	*	Intron (ENSMUST00000136755.9/ENSMUST00000136755.9, intron 1 of 9)	13	113171608	113225908	54301	2	14945	ENSMUST00000122399.7	-67451
chr13	113613269	113613596	328	*	Promoter (<=1kb)	13	113592185	113613641	21457	2	170625	ENSMUST00000223993.1	45
chr13	113614621	113615872	1252	*	Promoter (<=1kb)	13	113594752	113614014	19263	2	170625	ENSMUST00000224883.1	-607
chr13	113616246	113616557	312	*	Promoter (2-3kb)	13	113592179	113618564	26386	2	170625	ENSMUST00000109241.4	2007
chr13	113616641	113617791	1151	*	Promoter (<=1kb)	13	113592179	113618564	26386	2	170625	ENSMUST00000109241.4	773
chr13	113663334	113663640	307	*	Promoter (<=1kb)	13	113662896	113663676	781	2	56534	ENSMUST00000054650.4	36
chr13	114456262	114456707	446	*	Promoter (1-2kb)	13	114453709	114455210	1502	2	14313	ENSMUST00000225068.1	-1052
chr13	114456796	114457070	275	*	Promoter (1-2kb)	13	114453342	114458586	5245	2	14313	ENSMUST00000231252.1	1516
chr13	114457211	114457582	372	*	Promoter (1-2kb)	13	114453342	114458586	5245	2	14313	ENSMUST00000231252.1	1004
chr13	114458123	114458602	480	*	Promoter (<=1kb)	13	114453342	114458586	5245	2	14313	ENSMUST00000231252.1	0
chr13	114458679	114458947	269	*	Promoter (<=1kb)	13	114452970	114458949	5980	2	14313	ENSMUST00000022287.7	2
chr13	114459080	114459356	277	*	Promoter (<=1kb)	13	114452290	114458951	6662	2	14313	ENSMUST00000223640.2	-129
chr13	114459464	114459907	444	*	Promoter (<=1kb)	13	114452290	114458951	6662	2	14313	ENSMUST00000223640.2	-513
chr13	114460220	114460799	580	*	Promoter (1-2kb)	13	114452290	114458951	6662	2	14313	ENSMUST00000223640.2	-1269
chr13	114931686	114932063	378	*	Promoter (<=1kb)	13	114833081	114932100	99020	2	16398	ENSMUST00000056117.9	37
chr13	114932141	114932362	222	*	Promoter (<=1kb)	13	114833081	114932100	99020	2	16398	ENSMUST00000056117.9	-41
chr13	115100959	115102380	1422	*	Promoter (<=1kb)	13	115088356	115101921	13566	2	105083	ENSMUST00000224997.1	0
chr13	116293705	116294358	654	*	Distal Intergenic	13	116299395	116303351	3957	2	16392	ENSMUST00000176444.1	8993
chr13	116297219	116297890	672	*	Distal Intergenic	13	116299395	116303351	3957	2	16392	ENSMUST00000176444.1	5461
chr13	116303118	116303448	331	*	Promoter (<=1kb)	13	116299395	116303351	3957	2	16392	ENSMUST00000176444.1	0
chr13	116305117	116305640	524	*	Promoter (<=1kb)	13	116303046	116306397	3352	2	16392	ENSMUST00000176812.2	757
chr13	116309138	116309174	37	*	Promoter (<=1kb)	13	116299263	116309422	10160	2	16392	ENSMUST00000176044.2	248
chr13	116309265	116309608	344	*	Promoter (<=1kb)	13	116299263	116309422	10160	2	16392	ENSMUST00000176044.2	0
chr13	116309927	116310614	688	*	Promoter (<=1kb)	13	116298281	116309689	11409	2	16392	ENSMUST00000036060.12	-238
chr13	116314270	116314499	230	*	Distal Intergenic	13	116298281	116309689	11409	2	16392	ENSMUST00000036060.12	-4581
chr13	116705676	116706150	475	*	Distal Intergenic	13	116802095	116838178	36084	2	74680	ENSMUST00000224552.1	132028
chr13	117024178	117024659	482	*	Promoter (<=1kb)	13	116854961	117025273	170313	2	52552	ENSMUST00000226107.1	614
chr13	117024796	117025612	817	*	Promoter (<=1kb)	13	116854820	117025522	170703	2	52552	ENSMUST00000022239.7	0
chr13	117025853	117026083	231	*	Promoter (<=1kb)	13	117021069	117025537	4469	2	52552	ENSMUST00000223833.1	-316
chr13	117602049	117602224	176	*	Promoter (<=1kb)	13	117602320	117660848	58529	1	15165	ENSMUST00000207599.1	-96
chr13	117602667	117603358	692	*	Promoter (<=1kb)	13	117602480	117987418	384939	1	15165	ENSMUST00000006991.8	187
chr13	118714705	118715752	1048	*	Promoter (<=1kb)	13	118714699	118792115	77417	1	14165	ENSMUST00000022246.8	6
chr13	119423840	119424260	421	*	Distal Intergenic	13	119428601	119457391	28791	1	218693	ENSMUST00000109203.8	-4341
chr13	119727640	119727875	236	*	5' UTR	13	119723483	119738394	14912	2	245269	ENSMUST00000178973.1	10519
chr13	119755685	119756378	694	*	Promoter (<=1kb)	13	119710094	119755882	45789	2	245269	ENSMUST00000178142.1	0
chr14	6287023	6287261	239	*	Promoter (<=1kb)	14	6259747	6287250	27504	2	100861615	ENSMUST00000170104.2	0
chr14	7818169	7818934	766	*	Promoter (<=1kb)	14	7817957	7951588	133632	1	286940	ENSMUST00000052678.8	212
chr14	8001072	8001499	428	*	Promoter (1-2kb)	14	8002902	8056763	53862	1	66082	ENSMUST00000166497.8	-1403
chr14	8002555	8003882	1328	*	Promoter (<=1kb)	14	8002902	8056763	53862	1	66082	ENSMUST00000166497.8	0
chr14	8317029	8317993	965	*	Promoter (<=1kb)	14	8297556	8318023	20468	2	268709	ENSMUST00000120411.8	30
chr14	11554693	11556701	2009	*	Promoter (1-2kb)	14	11553581	11964131	410551	1	19270	ENSMUST00000148113.1	1112
chr14	11556862	11557117	256	*	Intron (ENSMUST00000022264.12/19270, intron 1 of 29)	14	11553581	11964131	410551	1	19270	ENSMUST00000148113.1	3281
chr14	12341358	12341746	389	*	Distal Intergenic	14	12342094	12345844	3751	2	54713	ENSMUST00000224714.1	4098
chr14	12344588	12345256	669	*	Promoter (<=1kb)	14	12342094	12345844	3751	2	54713	ENSMUST00000224714.1	588
chr14	12345470	12346648	1179	*	Promoter (<=1kb)	14	12342094	12345844	3751	2	54713	ENSMUST00000224714.1	0
chr14	12822687	12823461	775	*	Promoter (<=1kb)	14	12372563	12823053	450491	2	27062	ENSMUST00000224882.1	0
chr14	13284906	13285011	106	*	Promoter (<=1kb)	14	13284841	13613957	329117	1	72003	ENSMUST00000226094.1	65
