seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr11	3331826	3332023	198	*	Promoter (<=1kb)	11	3332072	3333679	1608	1	216505	ENSMUST00000142961.1	-49
chr11	3332116	3332256	141	*	Promoter (<=1kb)	11	3332109	3341674	9566	1	216505	ENSMUST00000138907.7	7
chr11	3514628	3515220	593	*	Promoter (<=1kb)	11	3514684	3517348	2665	1	114679	ENSMUST00000123677.1	0
chr11	3762181	3762343	163	*	Intron (ENSMUST00000070552.13/74309, intron 2 of 13)	11	3717852	3773789	55938	2	74309	ENSMUST00000127371.1	11446
chr11	3863347	3863881	535	*	Promoter (<=1kb)	11	3703731	3863903	160173	2	74309	ENSMUST00000070552.13	22
chr11	3863955	3864274	320	*	Promoter (<=1kb)	11	3724402	3863903	139502	2	74309	ENSMUST00000135250.1	-52
chr11	3894547	3894921	375	*	Promoter (<=1kb)	11	3886088	3895098	9011	2	67430	ENSMUST00000020712.4	177
chr11	3912652	3913371	720	*	Promoter (1-2kb)	11	3907021	3914664	7644	2	103710	ENSMUST00000109995.1	1293
chr11	3913426	3914686	1261	*	Promoter (<=1kb)	11	3907021	3914664	7644	2	103710	ENSMUST00000109995.1	0
chr11	3983684	3984176	493	*	Promoter (<=1kb)	11	3983713	3999315	15603	1	53897	ENSMUST00000063004.13	0
chr11	4116776	4118928	2153	*	Promoter (<=1kb)	11	4097039	4118831	21793	2	67815	ENSMUST00000003681.7	0
chr11	4218223	4219127	905	*	Promoter (<=1kb)	11	4218225	4222409	4185	1	71962	ENSMUST00000020699.3	0
chr11	4266728	4267118	391	*	Promoter (<=1kb)	11	4266796	4268249	1454	1	16878	ENSMUST00000154927.1	0
chr11	4947101	4947975	875	*	Promoter (<=1kb)	11	4938754	4948064	9311	2	380684	ENSMUST00000093369.4	89
chr11	5057988	5058279	292	*	Promoter (<=1kb)	11	5058128	5060385	2258	1	75668	ENSMUST00000037218.1	0
chr11	5061016	5061309	294	*	Promoter (2-3kb)	11	5058966	5060062	1097	1	75668	ENSMUST00000126974.1	2050
chr11	5061460	5062484	1025	*	Promoter (2-3kb)	11	5060470	5064851	4382	2	78926	ENSMUST00000156196.1	2367
chr11	5063980	5065214	1235	*	Promoter (<=1kb)	11	5060470	5064851	4382	2	78926	ENSMUST00000156196.1	0
chr11	5151751	5152220	470	*	Promoter (<=1kb)	11	5131975	5152237	20263	2	140703	ENSMUST00000156492.1	17
chr11	5260838	5261581	744	*	Promoter (<=1kb)	11	5191552	5261558	70007	2	84035	ENSMUST00000020662.14	0
chr11	5262163	5262406	244	*	Promoter (<=1kb)	11	5191552	5261558	70007	2	84035	ENSMUST00000020662.14	-605
chr11	5443184	5444200	1017	*	Promoter (<=1kb)	11	5276324	5444847	168524	2	407821	ENSMUST00000109867.7	647
chr11	5445011	5445684	674	*	Promoter (<=1kb)	11	5288797	5444847	156051	2	407821	ENSMUST00000143746.2	-164
chr11	5861793	5862286	494	*	Promoter (<=1kb)	11	5861947	5872088	10142	1	11568	ENSMUST00000102923.9	0
chr11	5862346	5862515	170	*	Promoter (<=1kb)	11	5861947	5872088	10142	1	11568	ENSMUST00000102923.9	399
chr11	6007058	6007278	221	*	Intron (ENSMUST00000109813.8/12323, intron 3 of 20)	11	5990395	6000448	10054	2	12323	ENSMUST00000130427.7	-6610
chr11	7213273	7213550	278	*	Promoter (<=1kb)	11	7206086	7213897	7812	2	16009	ENSMUST00000020702.10	347
chr11	7213647	7213827	181	*	Promoter (<=1kb)	11	7206086	7213897	7812	2	16009	ENSMUST00000020702.10	70
chr11	8624024	8624717	694	*	Promoter (<=1kb)	11	8431652	8624887	193236	2	319939	ENSMUST00000239091.1	170
chr11	8663534	8664817	1284	*	Promoter (<=1kb)	11	8431652	8664535	232884	2	319939	ENSMUST00000020695.12	0
chr11	9048411	9049180	770	*	Promoter (<=1kb)	11	9016054	9048991	32938	2	194974	ENSMUST00000102909.7	0
chr11	9118839	9119020	182	*	Promoter (<=1kb)	11	9118787	9133251	14465	1	22271	ENSMUST00000172452.7	52
chr11	11684886	11685576	691	*	Promoter (<=1kb)	11	11685003	11707800	22798	1	22778	ENSMUST00000141436.7	0
chr11	11836994	11837170	177	*	Promoter (<=1kb)	11	11819351	11836280	16930	2	13195	ENSMUST00000134401.1	-714
chr11	11837636	11837826	191	*	Promoter (1-2kb)	11	11819351	11836280	16930	2	13195	ENSMUST00000134401.1	-1356
chr11	12034393	12034590	198	*	Promoter (2-3kb)	11	11930508	12037401	106894	2	14783	ENSMUST00000093321.11	2811
chr11	12034879	12035177	299	*	Promoter (2-3kb)	11	11930508	12037401	106894	2	14783	ENSMUST00000093321.11	2224
chr11	12035253	12038069	2817	*	Promoter (<=1kb)	11	11930508	12037401	106894	2	14783	ENSMUST00000093321.11	0
chr11	12464032	12464959	928	*	Promoter (<=1kb)	11	12236608	12464804	228197	2	12808	ENSMUST00000172919.7	0
chr11	12465014	12465224	211	*	Promoter (<=1kb)	11	12236678	12464960	228283	2	12808	ENSMUST00000109651.8	-54
chr11	16751996	16753211	1216	*	Promoter (<=1kb)	11	16752203	16887923	135721	1	13649	ENSMUST00000102884.9	0
chr11	17051964	17052518	555	*	Promoter (<=1kb)	11	16971464	17052381	80918	2	56193	ENSMUST00000020321.12	0
chr11	18877159	18877409	251	*	Distal Intergenic	11	18880668	19012002	131335	2	17268	ENSMUST00000118661.7	134593
chr11	18877734	18878036	303	*	Distal Intergenic	11	18880668	19012002	131335	2	17268	ENSMUST00000118661.7	133966
chr11	18878149	18878432	284	*	Distal Intergenic	11	18880668	19012002	131335	2	17268	ENSMUST00000118661.7	133570
chr11	19014636	19014988	353	*	Promoter (1-2kb)	11	18881360	19016289	134930	2	17268	ENSMUST00000177357.3	1301
chr11	19015916	19016898	983	*	Promoter (<=1kb)	11	18881360	19016289	134930	2	17268	ENSMUST00000177357.3	0
chr11	19017266	19017529	264	*	Promoter (<=1kb)	11	18881360	19016289	134930	2	17268	ENSMUST00000177357.3	-977
chr11	19017840	19020407	2568	*	Promoter (<=1kb)	11	18879817	19018985	139169	2	17268	ENSMUST00000144988.7	0
chr11	19020535	19020997	463	*	Promoter (1-2kb)	11	18879817	19018985	139169	2	17268	ENSMUST00000144988.7	-1550
chr11	19026613	19027631	1019	*	Distal Intergenic	11	18879817	19018985	139169	2	17268	ENSMUST00000144988.7	-7628
chr11	19919360	19920357	998	*	Distal Intergenic	11	19924375	20024026	99652	1	114716	ENSMUST00000093299.12	-4018
chr11	20455106	20455882	777	*	Distal Intergenic	11	20543253	20597020	53768	1	58172	ENSMUST00000145328.1	-87371
chr11	20455945	20456099	155	*	Distal Intergenic	11	20543253	20597020	53768	1	58172	ENSMUST00000145328.1	-87154
chr11	20531988	20532796	809	*	Distal Intergenic	11	20543253	20597020	53768	1	58172	ENSMUST00000145328.1	-10457
chr11	20541918	20542503	586	*	Promoter (<=1kb)	11	20543253	20597020	53768	1	58172	ENSMUST00000145328.1	-750
chr11	20543331	20544553	1223	*	Promoter (<=1kb)	11	20543334	20653021	109688	1	58172	ENSMUST00000093292.10	0
chr11	20829905	20832024	2120	*	Promoter (<=1kb)	11	20823576	20831056	7481	2	216551	ENSMUST00000047028.8	0
chr11	21369062	21369594	533	*	Promoter (<=1kb)	11	21321138	21370477	49340	2	216558	ENSMUST00000102875.10	883
chr11	21369652	21370851	1200	*	Promoter (<=1kb)	11	21321138	21370477	49340	2	216558	ENSMUST00000102875.10	0
chr11	21370944	21371770	827	*	Promoter (<=1kb)	11	21321673	21371201	49529	2	216558	ENSMUST00000060895.5	0
chr11	22001836	22002139	304	*	Promoter (<=1kb)	11	21994769	22001710	6942	2	18423	ENSMUST00000172395.2	-126
chr11	22286282	22286800	519	*	Promoter (<=1kb)	11	22005828	22286795	280968	2	216565	ENSMUST00000109563.8	0
chr11	22857928	22859432	1505	*	Promoter (<=1kb)	11	22759738	22859545	99808	2	53625	ENSMUST00000189990.1	113
chr11	22860263	22860790	528	*	Promoter (<=1kb)	11	22834865	22860488	25624	2	53625	ENSMUST00000055549.3	0
chr11	23769780	23771869	2090	*	Promoter (<=1kb)	11	23736847	23770970	34124	2	19696	ENSMUST00000102864.4	0
chr11	23895564	23895649	86	*	Promoter (<=1kb)	11	23862646	23895253	32608	2	216578	ENSMUST00000020513.9	-311
chr11	24049319	24049882	564	*	Exon (ENSMUST00000068360.1/ENSMUST00000068360.1, exon 3 of 3)	11	24078056	24173194	95139	1	14025	ENSMUST00000000881.12	-28174
chr11	24073551	24073745	195	*	Intron (ENSMUST00000068360.1/ENSMUST00000068360.1, intron 1 of 2)	11	24078056	24173194	95139	1	14025	ENSMUST00000000881.12	-4311
chr11	24073834	24076366	2533	*	Promoter (1-2kb)	11	24078056	24173194	95139	1	14025	ENSMUST00000000881.12	-1690
chr11	24076458	24077226	769	*	Promoter (<=1kb)	11	24078056	24173194	95139	1	14025	ENSMUST00000000881.12	-830
chr11	24305838	24306049	212	*	Distal Intergenic	11	24142379	24163291	20913	1	14025	ENSMUST00000127494.1	163459
chr11	26209972	26210410	439	*	Promoter (<=1kb)	11	25617668	26210569	592902	2	70626	ENSMUST00000125773.7	159
chr11	26210472	26211071	600	*	Promoter (<=1kb)	11	25617668	26210569	592902	2	70626	ENSMUST00000125773.7	0
chr11	28583587	28583808	222	*	Promoter (<=1kb)	11	28387152	28583995	196844	2	216613	ENSMUST00000146385.8	187
chr11	28853262	28853481	220	*	Promoter (<=1kb)	11	28853244	28921526	68283	1	216616	ENSMUST00000124103.1	18
chr11	29373163	29373541	379	*	Promoter (<=1kb)	11	29373658	29510808	137151	1	108686	ENSMUST00000040182.12	-117
chr11	30024710	30024850	141	*	Promoter (1-2kb)	11	29743048	30026033	282986	2	237711	ENSMUST00000058902.5	1183
chr11	30025625	30026551	927	*	Promoter (<=1kb)	11	29743048	30026033	282986	2	237711	ENSMUST00000058902.5	0
chr11	30197154	30198882	1729	*	Promoter (<=1kb)	11	30106785	30198257	91473	2	20742	ENSMUST00000102838.9	0
chr11	30266770	30268194	1425	*	Promoter (<=1kb)	11	30099395	30268169	168775	2	20742	ENSMUST00000006629.13	0
chr11	30268295	30268635	341	*	Promoter (<=1kb)	11	30099395	30268169	168775	2	20742	ENSMUST00000006629.13	-126
chr11	30885243	30885575	333	*	Promoter (<=1kb)	11	30885358	30893729	8372	1	237716	ENSMUST00000109430.1	0
chr11	31368811	31370292	1482	*	Promoter (<=1kb)	11	31357307	31370074	12768	2	20856	ENSMUST00000020546.2	0
chr11	31671498	31672564	1067	*	Promoter (<=1kb)	11	31665181	31671885	6705	2	69556	ENSMUST00000058060.13	0
chr11	32220770	32222780	2011	*	Promoter (<=1kb)	11	32209585	32222300	12716	2	13650	ENSMUST00000020524.14	0
chr11	32225935	32226256	322	*	Promoter (<=1kb)	11	32226505	32232022	5518	1	268395	ENSMUST00000142964.7	-249
chr11	32300644	32301301	658	*	Promoter (<=1kb)	11	32300069	32300873	805	1	216635	ENSMUST00000020535.1	575
chr11	32301410	32301864	455	*	Promoter (1-2kb)	11	32300069	32300873	805	1	216635	ENSMUST00000020535.1	1341
chr11	32302352	32302529	178	*	Promoter (2-3kb)	11	32300069	32300873	805	1	216635	ENSMUST00000020535.1	2283
chr11	32307193	32307247	55	*	Distal Intergenic	11	32300069	32300873	805	1	216635	ENSMUST00000020535.1	7124
chr11	32324580	32324807	228	*	Distal Intergenic	11	32347820	32428173	80354	1	268396	ENSMUST00000038753.5	-23013
chr11	32347333	32348655	1323	*	Promoter (<=1kb)	11	32347820	32428173	80354	1	268396	ENSMUST00000038753.5	0
chr11	32454413	32454939	527	*	Promoter (<=1kb)	11	32455370	32516687	61318	1	327900	ENSMUST00000051053.4	-431
chr11	32455229	32456374	1146	*	Promoter (<=1kb)	11	32455370	32516687	61318	1	327900	ENSMUST00000051053.4	0
chr11	32531754	32532655	902	*	Promoter (<=1kb)	11	32523340	32532081	8742	2	69306	ENSMUST00000109377.1	0
chr11	33147454	33147797	344	*	Promoter (<=1kb)	11	33117430	33147400	29971	2	14172	ENSMUST00000020507.7	-54
chr11	33148030	33148435	406	*	Promoter (<=1kb)	11	33117430	33147400	29971	2	14172	ENSMUST00000020507.7	-630
chr11	35979138	35980509	1372	*	Promoter (<=1kb)	11	35838400	35980527	142128	2	211652	ENSMUST00000018993.6	18
chr11	35980593	35980849	257	*	Promoter (<=1kb)	11	35838400	35980527	142128	2	211652	ENSMUST00000018993.6	-66
chr11	37236078	37236539	462	*	Promoter (<=1kb)	11	36006656	37235882	1229227	2	23964	ENSMUST00000102801.7	-196
chr11	43528390	43529616	1227	*	Promoter (<=1kb)	11	43528784	43586997	58214	1	380694	ENSMUST00000050574.6	0
chr11	43767036	43767228	193	*	Distal Intergenic	11	43729512	43748008	18497	2	66827	ENSMUST00000109278.7	-19028
chr11	45980024	45981014	991	*	Promoter (<=1kb)	11	45980310	46017994	37685	1	214105	ENSMUST00000049038.3	0
chr11	46056111	46056439	329	*	Promoter (<=1kb)	11	46056058	46065082	9025	1	11492	ENSMUST00000137014.1	53
chr11	46166229	46166471	243	*	Promoter (<=1kb)	11	46148155	46166508	18354	2	214112	ENSMUST00000020679.2	37
chr11	46311412	46313044	1633	*	Promoter (<=1kb)	11	46193850	46312358	118509	2	76884	ENSMUST00000165599.8	0
chr11	48823060	48823061	2	*	Distal Intergenic	11	48826140	48851187	25048	1	94089	ENSMUST00000109213.8	-3079
chr11	48823592	48824917	1326	*	Promoter (1-2kb)	11	48826140	48851187	25048	1	94089	ENSMUST00000109213.8	-1223
chr11	48826166	48826344	179	*	Promoter (<=1kb)	11	48826140	48851187	25048	1	94089	ENSMUST00000109213.8	26
chr11	48826733	48827389	657	*	Promoter (<=1kb)	11	48826140	48851187	25048	1	94089	ENSMUST00000109213.8	593
chr11	48836998	48838744	1747	*	Promoter (<=1kb)	11	48837465	48850555	13091	1	94089	ENSMUST00000046903.5	0
chr11	48853781	48855507	1727	*	Distal Intergenic	11	48847902	48852209	4308	1	94089	ENSMUST00000131270.1	5879
chr11	48857816	48858768	953	*	Distal Intergenic	11	48847902	48852209	4308	1	94089	ENSMUST00000131270.1	9914
chr11	49793902	49794918	1017	*	Promoter (<=1kb)	11	49794178	49807750	13573	1	14584	ENSMUST00000130129.1	0
chr11	49901683	49902345	663	*	Promoter (<=1kb)	11	49901835	49980222	78388	1	74563	ENSMUST00000093141.11	0
chr11	50024628	50025292	665	*	Promoter (<=1kb)	11	50025346	50104758	79413	1	59044	ENSMUST00000054684.13	-54
chr11	50025402	50026070	669	*	Promoter (<=1kb)	11	50025348	50104753	79406	1	59044	ENSMUST00000102776.4	54
chr11	50026133	50026490	358	*	Promoter (<=1kb)	11	50025348	50104753	79406	1	59044	ENSMUST00000102776.4	785
chr11	50237089	50237862	774	*	Promoter (<=1kb)	11	50236461	50237557	1097	2	17001	ENSMUST00000221391.1	0
chr11	50358959	50359905	947	*	Promoter (1-2kb)	11	50357785	50357879	95	2	100049547	ENSMUST00000103251.1	-1080
chr11	50429947	50430029	83	*	Promoter (1-2kb)	11	50389286	50431125	41840	2	216724	ENSMUST00000020643.3	1096
chr11	50930622	50931563	942	*	Promoter (<=1kb)	11	50922291	50930933	8643	2	27274	ENSMUST00000164280.1	0
chr11	51289542	51290591	1050	*	Promoter (<=1kb)	11	51289920	51583918	293999	1	237759	ENSMUST00000102765.8	0
chr11	51637781	51638479	699	*	Promoter (1-2kb)	11	51623673	51635896	12224	2	66089	ENSMUST00000001081.9	-1885
chr11	51649936	51651405	1470	*	Promoter (<=1kb)	11	51643063	51650842	7780	2	212706	ENSMUST00000001080.15	0
chr11	51855938	51856108	171	*	Promoter (1-2kb)	11	51842301	51857125	14825	2	76901	ENSMUST00000151277.1	1017
chr11	51856197	51857713	1517	*	Promoter (<=1kb)	11	51813455	51857653	44199	2	76901	ENSMUST00000020655.13	0
chr11	51857761	51859116	1356	*	Promoter (<=1kb)	11	51813455	51857653	44199	2	76901	ENSMUST00000109090.7	-108
chr11	52282675	52283373	699	*	Promoter (<=1kb)	11	52253236	52283331	30096	2	21414	ENSMUST00000109071.2	0
chr11	53349989	53350128	140	*	Promoter (<=1kb)	11	53350833	53421830	70998	1	93736	ENSMUST00000060945.11	-705
chr11	53351784	53351984	201	*	Promoter (<=1kb)	11	53350833	53421830	70998	1	93736	ENSMUST00000060945.11	951
chr11	53456899	53457798	900	*	Promoter (<=1kb)	11	53457205	53467766	10562	1	71774	ENSMUST00000109013.8	0
chr11	53463529	53463867	339	*	Exon (ENSMUST00000109013.8/71774, exon 2 of 8)	11	53457279	53467302	10024	1	71774	ENSMUST00000093114.4	6250
chr11	53466434	53466714	281	*	3' UTR	11	53457279	53467302	10024	1	71774	ENSMUST00000093114.4	9155
chr11	53477320	53480369	3050	*	Promoter (<=1kb)	11	53476573	53480274	3702	2	237761	ENSMUST00000104955.3	0
chr11	53636138	53636594	457	*	Promoter (1-2kb)	11	53631324	53634702	3379	2	16163	ENSMUST00000020650.1	-1436
chr11	53762628	53764205	1578	*	Promoter (<=1kb)	11	53763597	53763654	58	2	102465772	ENSMUST00000184599.1	0
chr11	53769641	53770909	1269	*	Promoter (<=1kb)	11	53770014	53777323	7310	1	16362	ENSMUST00000108920.8	0
chr11	53858607	53858935	329	*	Promoter (<=1kb)	11	53784291	53859144	74854	2	622459	ENSMUST00000135815.7	209
chr11	53859253	53859547	295	*	Promoter (<=1kb)	11	53785489	53859256	73768	2	622459	ENSMUST00000117316.7	0
chr11	53979371	53980420	1050	*	Promoter (<=1kb)	11	53949965	53980332	30368	2	56517	ENSMUST00000076493.10	0
chr11	54068643	54068973	331	*	Promoter (<=1kb)	11	54054948	54068932	13985	2	30794	ENSMUST00000093109.10	0
chr11	54100718	54101368	651	*	Promoter (<=1kb)	11	54100924	54131652	30729	1	18452	ENSMUST00000093107.11	0
chr11	54902910	54903129	220	*	Promoter (<=1kb)	11	54902926	54909534	6609	1	14778	ENSMUST00000149324.1	0
chr11	55033142	55033403	262	*	Promoter (<=1kb)	11	54990950	55033415	42466	2	11749	ENSMUST00000148298.1	12
chr11	55077401	55078355	955	*	Promoter (<=1kb)	11	55049731	55078107	28377	2	52570	ENSMUST00000055040.12	0
chr11	55098125	55098355	231	*	Promoter (<=1kb)	11	55098115	55113029	14915	1	14667	ENSMUST00000000608.7	10
chr11	55098517	55098729	213	*	Promoter (<=1kb)	11	55098115	55113029	14915	1	14667	ENSMUST00000000608.7	402
chr11	55418720	55418953	234	*	Promoter (<=1kb)	11	55394500	55419898	25399	2	20692	ENSMUST00000108858.7	945
chr11	55419515	55419844	330	*	Promoter (<=1kb)	11	55394500	55419898	25399	2	20692	ENSMUST00000108858.7	54
chr11	57644055	57644484	430	*	Promoter (<=1kb)	11	57645442	57787514	142073	1	171212	ENSMUST00000066987.13	-958
chr11	57801746	57803324	1579	*	Promoter (<=1kb)	11	57801637	57810217	8581	1	50724	ENSMUST00000020826.5	109
chr11	58097723	58097901	179	*	Exon (ENSMUST00000117585.1/ENSMUST00000117585.1, exon 1 of 1)	11	58104153	58118594	14442	1	69125	ENSMUST00000020822.11	-6252
chr11	58239367	58239537	171	*	Distal Intergenic	11	58215028	58222779	7752	1	54396	ENSMUST00000108836.1	24339
chr11	58640353	58640943	591	*	Promoter (<=1kb)	11	58640465	58652404	11940	1	216781	ENSMUST00000075084.4	0
chr11	58947961	58949122	1162	*	Promoter (<=1kb)	11	58948920	58949533	614	1	78303	ENSMUST00000078267.4	0
chr11	58949205	58950323	1119	*	Promoter (<=1kb)	11	58948920	58949533	614	1	78303	ENSMUST00000078267.4	285
chr11	58952902	58953266	365	*	Promoter (1-2kb)	11	58954048	58954512	465	2	382522	ENSMUST00000117558.1	1246
chr11	58960269	58960813	545	*	Promoter (<=1kb)	11	58961812	58962222	411	1	382523	ENSMUST00000122447.1	-999
chr11	58994279	58994617	339	*	3' UTR	11	58994256	59000359	6104	2	380698	ENSMUST00000138587.8	5742
chr11	59261901	59262031	131	*	Intron (ENSMUST00000010044.7/22416, intron 2 of 3)	11	59248033	59290752	42720	2	22416	ENSMUST00000010044.7	28721
chr11	59263734	59264609	876	*	Intron (ENSMUST00000010044.7/22416, intron 2 of 3)	11	59248033	59290752	42720	2	22416	ENSMUST00000010044.7	26143
chr11	59306952	59307208	257	*	Promoter (<=1kb)	11	59306930	59333552	26623	1	216795	ENSMUST00000108783.3	22
chr11	59471491	59471777	287	*	Promoter (<=1kb)	11	59461197	59472474	11278	2	237775	ENSMUST00000057799.7	697
chr11	59472101	59472704	604	*	Promoter (<=1kb)	11	59461197	59472474	11278	2	237775	ENSMUST00000057799.7	0
chr11	59505280	59507089	1810	*	Promoter (<=1kb)	11	59485520	59506644	21125	2	268417	ENSMUST00000013262.14	0
chr11	59661496	59661678	183	*	Promoter (<=1kb)	11	59661305	59727685	66381	1	26936	ENSMUST00000138234.1	191
chr11	59787074	59787778	705	*	Promoter (<=1kb)	11	59783897	59787645	3749	2	194908	ENSMUST00000051493.7	0
chr11	59964171	59965553	1383	*	Promoter (<=1kb)	11	59963181	59964944	1764	2	19416	ENSMUST00000062405.7	0
chr11	60139373	60140572	1200	*	Promoter (<=1kb)	11	60140082	60199195	59114	1	19377	ENSMUST00000171108.7	0
chr11	60175234	60177399	2166	*	Promoter (<=1kb)	11	60175879	60199197	23319	1	19377	ENSMUST00000102688.1	0
chr11	61174131	61174649	519	*	Promoter (<=1kb)	11	61162772	61175029	12258	2	216825	ENSMUST00000174220.1	380
chr11	61377732	61378056	325	*	Promoter (<=1kb)	11	61343402	61378064	34663	2	67473	ENSMUST00000131723.7	8
chr11	61407496	61409175	1680	*	Exon (ENSMUST00000210265.1/ENSMUST00000210265.1, exon 1 of 1)	11	61362886	61378345	15460	2	67473	ENSMUST00000148671.1	-29151
chr11	61578676	61579915	1240	*	Promoter (<=1kb)	11	61517249	61579669	62421	2	13855	ENSMUST00000108711.7	0
chr11	61683543	61683999	457	*	Promoter (<=1kb)	11	61684419	61709951	25533	1	69640	ENSMUST00000093019.5	-420
chr11	61684518	61685183	666	*	Promoter (<=1kb)	11	61684419	61709951	25533	1	69640	ENSMUST00000093019.5	99
chr11	61853981	61855766	1786	*	Promoter (<=1kb)	11	61775649	61855073	79425	2	29869	ENSMUST00000004920.3	0
chr11	62077444	62077769	326	*	Promoter (<=1kb)	11	62077097	62223013	145917	1	432572	ENSMUST00000202179.1	347
chr11	62248289	62249571	1283	*	Promoter (<=1kb)	11	62248984	62266453	17470	1	11541	ENSMUST00000018644.2	0
chr11	62537640	62537963	324	*	Promoter (<=1kb)	11	62525143	62538485	13343	2	73139	ENSMUST00000123542.7	522
chr11	62538020	62539800	1781	*	Promoter (<=1kb)	11	62524946	62539261	14316	2	73139	ENSMUST00000018653.7	0
chr11	62560272	62561021	750	*	Distal Intergenic	11	62551676	62552853	1178	1	22187	ENSMUST00000136938.1	8596
chr11	62575762	62576841	1080	*	Promoter (<=1kb)	11	62576125	62600299	24175	1	22368	ENSMUST00000102643.1	0
chr11	62647432	62647617	186	*	Promoter (<=1kb)	11	62605823	62648040	42218	2	192976	ENSMUST00000128705.7	423
chr11	62647742	62648407	666	*	Promoter (<=1kb)	11	62605823	62648040	42218	2	192976	ENSMUST00000128705.7	0
chr11	62731409	62732017	609	*	Promoter (<=1kb)	11	62700356	62731885	31530	2	170740	ENSMUST00000150336.7	0
chr11	62820746	62821133	388	*	Promoter (<=1kb)	11	62820469	62842936	22468	1	94092	ENSMUST00000108703.1	277
chr11	63131585	63131881	297	*	Promoter (<=1kb)	11	63131512	63159547	28036	1	18858	ENSMUST00000018361.9	73
chr11	63132294	63132492	199	*	Promoter (<=1kb)	11	63132569	63158484	25916	1	18858	ENSMUST00000108701.7	-77
chr11	63132749	63132933	185	*	Promoter (<=1kb)	11	63132803	63134489	1687	1	18858	ENSMUST00000140648.1	0
chr11	63918757	63922397	3641	*	Promoter (<=1kb)	11	63885792	63922290	36499	2	54710	ENSMUST00000094103.3	0
chr11	63925185	63925455	271	*	Promoter (2-3kb)	11	63885792	63922290	36499	2	54710	ENSMUST00000094103.3	-2895
chr11	64435261	64436260	1000	*	Promoter (<=1kb)	11	64435332	64522841	87510	1	15478	ENSMUST00000058652.5	0
chr11	64436312	64436517	206	*	Promoter (<=1kb)	11	64435332	64522841	87510	1	15478	ENSMUST00000058652.5	980
chr11	64836800	64836977	178	*	Distal Intergenic	11	64979038	65002069	23032	1	68626	ENSMUST00000071891.11	-142061
chr11	65162202	65163001	800	*	Promoter (<=1kb)	11	65002039	65162961	160923	2	216831	ENSMUST00000047463.14	0
chr11	66168216	66168401	186	*	Promoter (<=1kb)	11	66121091	66168444	47354	2	237806	ENSMUST00000108691.1	43
chr11	67455062	67456053	992	*	Promoter (<=1kb)	11	67455437	67683460	228024	1	14457	ENSMUST00000108681.7	0
chr11	67921898	67922720	823	*	Promoter (<=1kb)	11	67854523	67922153	67631	2	216835	ENSMUST00000021288.9	0
chr11	68386652	68387024	373	*	Promoter (<=1kb)	11	68209364	68386826	177463	2	18208	ENSMUST00000021284.3	0
chr11	68432245	68432527	283	*	Promoter (<=1kb)	11	68432160	68440372	8213	1	320207	ENSMUST00000141716.1	85
chr11	69111351	69111877	527	*	Distal Intergenic	11	69120404	69124055	3652	1	84653	ENSMUST00000024543.2	-8527
chr11	69117405	69118297	893	*	Promoter (2-3kb)	11	69120404	69124055	3652	1	84653	ENSMUST00000024543.2	-2107
chr11	69118386	69118615	230	*	Promoter (1-2kb)	11	69120404	69124055	3652	1	84653	ENSMUST00000024543.2	-1789
chr11	69118931	69119351	421	*	Promoter (1-2kb)	11	69120404	69124055	3652	1	84653	ENSMUST00000024543.2	-1053
chr11	69120206	69120822	617	*	Promoter (<=1kb)	11	69120404	69124055	3652	1	84653	ENSMUST00000024543.2	0
chr11	69121204	69123518	2315	*	Promoter (<=1kb)	11	69120404	69124055	3652	1	84653	ENSMUST00000024543.2	800
chr11	69126442	69126745	304	*	Promoter (<=1kb)	11	69126403	69134524	8122	1	23801	ENSMUST00000175661.1	39
chr11	69134078	69134483	406	*	Promoter (<=1kb)	11	69134142	69135106	965	1	23801	ENSMUST00000176087.1	0
chr11	69235473	69236103	631	*	Promoter (<=1kb)	11	69218117	69237022	18906	2	14919	ENSMUST00000021259.8	919
chr11	69326164	69326941	778	*	Promoter (<=1kb)	11	69326258	69333042	6785	1	16499	ENSMUST00000018614.2	0
chr11	69331896	69332515	620	*	Promoter (1-2kb)	11	69330324	69332143	1820	1	16499	ENSMUST00000134561.1	1572
chr11	69340298	69341270	973	*	Promoter (<=1kb)	11	69340461	69342641	2181	1	80515	ENSMUST00000129321.1	0
chr11	69366201	69366820	620	*	Promoter (1-2kb)	11	69345136	69364779	19644	2	216848	ENSMUST00000128981.7	-1422
chr11	69366873	69367786	914	*	Promoter (1-2kb)	11	69344351	69369391	25041	2	216848	ENSMUST00000092971.12	1605
chr11	69367836	69369577	1742	*	Promoter (<=1kb)	11	69343273	69369406	26134	2	216848	ENSMUST00000108661.7	0
chr11	69372356	69372667	312	*	Promoter (2-3kb)	11	69343273	69369406	26134	2	216848	ENSMUST00000108661.7	-2950
chr11	69396791	69397069	279	*	Promoter (<=1kb)	11	69396118	69396680	563	1	78304	ENSMUST00000124932.1	673
chr11	69397394	69398224	831	*	Promoter (<=1kb)	11	69396519	69398234	1716	2	67020	ENSMUST00000050140.5	10
chr11	69415403	69416051	649	*	Promoter (1-2kb)	11	69398508	69413675	15168	2	216850	ENSMUST00000094077.4	-1728
chr11	69416484	69416633	150	*	Promoter (2-3kb)	11	69398508	69413675	15168	2	216850	ENSMUST00000094077.4	-2809
